CITY CODE,STATE,METRO/MICRO,URBAN AREA AND STATE,TBONESTEAK,GRNDBEEF,SAUSAGE,FRYCHICK,TUNA,HGALMILK,DOZENEGGS,MARGARINE,PARMESAN,POTATOES,BANANAS,LETTUCE,BREAD,ORANGJUICE,COFFEE,SUGAR,CEREAL,SWEETPEAS,PEACHES,KLNX,CAS-CADE,CANOLAOIL,FROZNMEAL,FROZNCORN,POTATOCHIPS,COKE,APTRENT,HOMEPRICE,MORTRATE (%),HOMEP+I,ALL-ELECT,PARTELECT,OTHERENERGY,TOTALENERGY,PHONE,TIREBAL,GASOLINE,OPTOMETRIST,DOCTOR,DENTIST,IBUPROFEN,LIPITOR,HMBGRSAND,PIZZA,2-PCCHICK,HAIRCUT,BEAUTSALON,TOOTHPASTE,SHAMPOO,DRYCLEAN,MEN'SSHIRT,BOY'SJEANS,WOMEN'SSLACKS,WASHRREPR,NEWSPAPER,MOVIE,BOWLING,TENNSBALLS,VETSERVICES,BEER,WINE
29-17860-250,Missouri,Columbia MO Metro,Columbia MO,$10.91 ,$4.41 ,$4.05 ,$1.40 ,$1.22 ,$2.34 ,$2.02 ,$0.96 ,$3.97 ,$2.65 ,$0.56 ,$1.39 ,$1.36 ,$3.40 ,$4.48 ,$2.31 ,$3.12 ,$0.97 ,$2.48 ,$1.75 ,$5.45 ,$2.58 ,$2.49 ,$1.15 ,$3.08 ,$1.51 ,$768 ,"$282,467 ",3.99,"$1,010 ",,$90.22 ,$65.83 ,$156.05 ,$30.83 ,$33.72 ,$2.38 ,$77.42 ,$118.50 ,$85.53 ,$8.94 ,$305.14 ,$3.80 ,$8.00 ,$5.00 ,$14.65 ,$32.90 ,$2.06 ,$0.96 ,$12.92 ,$28.76 ,$23.99 ,$31.17 ,$74.20 ,$14.17 ,$9.57 ,$4.27 ,$2.60 ,$38.74 ,$8.33 ,$7.29 
29-27620-450,Missouri,Jefferson City MO Metro,Jefferson City MO,$10.48 ,$4.47 ,$4.33 ,$1.26 ,$0.94 ,$2.53 ,$2.21 ,$1.28 ,$4.01 ,$2.94 ,$0.56 ,$1.49 ,$1.46 ,$3.27 ,$4.45 ,$2.22 ,$2.94 ,$0.97 ,$2.39 ,$1.69 ,$5.28 ,$2.59 ,$2.48 ,$1.50 ,$2.87 ,$1.42 ,$698 ,"$246,267 ",3.98,$880 ,,$89.57 ,$69.15 ,$158.73 ,$30.61 ,$32.06 ,$2.47 ,$88.47 ,$101.86 ,$88.15 ,$10.02 ,$301.28 ,$3.92 ,$9.78 ,$4.52 ,$13.21 ,$38.58 ,$2.76 ,$0.89 ,$11.45 ,$26.86 ,$17.03 ,$27.50 ,$69.38 ,$11.22 ,$8.73 ,$4.37 ,$2.13 ,$40.28 ,$8.20 ,$7.96 
29-27900-500,Missouri,Joplin MO Metro,Joplin MO,$9.20 ,$4.49 ,$3.99 ,$1.40 ,$0.82 ,$2.40 ,$1.95 ,$0.94 ,$3.73 ,$2.33 ,$0.54 ,$1.43 ,$1.32 ,$3.14 ,$3.91 ,$2.06 ,$3.18 ,$0.77 ,$2.34 ,$1.69 ,$4.92 ,$2.56 ,$2.60 ,$1.15 ,$2.76 ,$1.23 ,$668 ,"$219,257 ",3.99,$785 ,,$119.11 ,$67.75 ,$186.86 ,$36.39 ,$40.59 ,$2.37 ,$87.24 ,$99.58 ,$77.48 ,$7.18 ,$307.50 ,$4.64 ,$9.49 ,$3.96 ,$15.23 ,$20.34 ,$2.31 ,$0.92 ,$9.89 ,$16.32 ,$13.75 ,$17.61 ,$45.00 ,$21.75 ,$10.27 ,$3.44 ,$2.18 ,$36.22 ,$8.38 ,$6.85 
29-28140-600,Missouri,Kansas City MO-KS Metro,Kansas City MO-KS,$10.16 ,$5.00 ,$4.05 ,$1.43 ,$0.94 ,$2.21 ,$2.09 ,$1.04 ,$3.97 ,$2.26 ,$0.56 ,$1.45 ,$1.50 ,$3.24 ,$4.31 ,$2.03 ,$3.03 ,$0.97 ,$2.25 ,$1.57 ,$4.73 ,$2.36 ,$2.42 ,$1.19 ,$2.72 ,$1.40 ,$830 ,"$286,713 ",4.04,"$1,031 ",,$86.87 ,$76.20 ,$163.07 ,$24.50 ,$37.31 ,$2.50 ,$94.81 ,$94.55 ,$86.20 ,$8.39 ,$317.17 ,$4.18 ,$8.62 ,$3.81 ,$14.49 ,$28.16 ,$1.98 ,$1.31 ,$14.52 ,$32.02 ,$28.53 ,$30.64 ,$72.91 ,$19.29 ,$9.24 ,$4.50 ,$2.31 ,$44.99 ,$7.98 ,$8.05 
29-41180-880,Missouri,St. Louis MO-IL Metro,St. Louis MO-IL,$11.07 ,$5.37 ,$5.27 ,$1.91 ,$0.96 ,$2.50 ,$2.39 ,$1.04 ,$4.04 ,$2.68 ,$0.64 ,$1.46 ,$1.58 ,$3.64 ,$4.55 ,$2.17 ,$3.45 ,$1.16 ,$2.53 ,$1.90 ,$5.12 ,$3.24 ,$2.40 ,$1.20 ,$3.89 ,$1.64 ,$832 ,"$206,647 ",3.95,$736 ,,$95.26 ,$71.60 ,$166.86 ,$40.10 ,$38.35 ,$2.60 ,$83.87 ,$96.43 ,$92.67 ,$11.34 ,$309.43 ,$3.75 ,$8.36 ,$3.83 ,$16.17 ,$35.58 ,$2.29 ,$0.96 ,$13.19 ,$25.00 ,$16.74 ,$26.87 ,$62.38 ,$17.29 ,$10.28 ,$3.60 ,$2.45 ,$47.45 ,$8.10 ,$7.74 
29-44180-920,Missouri,Springfield MO Metro,Springfield MO,$10.44 ,$4.09 ,$3.94 ,$1.45 ,$0.94 ,$2.49 ,$2.00 ,$0.95 ,$3.97 ,$2.63 ,$0.56 ,$1.46 ,$1.36 ,$3.34 ,$3.99 ,$2.10 ,$3.34 ,$0.99 ,$2.52 ,$1.87 ,$4.94 ,$2.74 ,$2.61 ,$1.29 ,$3.16 ,$1.51 ,$636 ,"$227,069 ",3.98,$812 ,,$82.18 ,$70.79 ,$152.98 ,$35.23 ,$38.40 ,$2.35 ,$94.85 ,$107.65 ,$78.14 ,$8.54 ,$306.14 ,$3.94 ,$7.88 ,$4.50 ,$11.31 ,$32.71 ,$1.96 ,$0.87 ,$9.06 ,$26.91 ,$21.93 ,$27.04 ,$69.12 ,$20.50 ,$9.38 ,$3.61 ,$2.25 ,$41.94 ,$8.65 ,$6.78 
30-14580-250,Montana,Bozeman MT Micro,Bozeman MT,$8.87 ,$3.80 ,$5.03 ,$1.51 ,$1.01 ,$2.16 ,$1.94 ,$1.01 ,$5.59 ,$3.79 ,$0.57 ,$1.50 ,$1.43 ,$3.30 ,$5.09 ,$2.26 ,$4.56 ,$1.36 ,$2.00 ,$2.22 ,$5.67 ,$3.48 ,$2.27 ,$1.15 ,$3.21 ,$1.67 ,$986 ,"$363,786 ",4.04,"$1,309 ",,$76.98 ,$87.79 ,$164.77 ,$19.68 ,$32.01 ,$2.71 ,$99.51 ,$129.96 ,$82.73 ,$10.49 ,$301.11 ,$4.69 ,$8.74 ,$3.64 ,$13.37 ,$34.30 ,$2.77 ,$1.01 ,$15.67 ,$20.74 ,$20.49 ,$24.14 ,$76.46 ,$18.31 ,$10.19 ,$3.75 ,$2.57 ,$45.87 ,$8.50 ,$7.06 
31-25580-420,Nebraska,Hastings NE Micro,Hastings NE,$10.27 ,$4.44 ,$4.75 ,$1.65 ,$1.10 ,$2.26 ,$2.00 ,$0.96 ,$3.66 ,$2.65 ,$0.57 ,$1.54 ,$1.51 ,$3.51 ,$4.97 ,$2.04 ,$3.19 ,$1.30 ,$2.59 ,$1.72 ,$6.00 ,$3.05 ,$3.03 ,$1.23 ,$3.34 ,$1.62 ,$629 ,"$323,002 ",4.06,"$1,165 ",,$63.30 ,$45.54 ,$108.84 ,$39.95 ,$39.54 ,$2.67 ,$88.67 ,$102.58 ,$83.13 ,$9.72 ,$317.92 ,$3.69 ,$9.37 ,$1.99 ,$10.92 ,$19.42 ,$2.47 ,$1.07 ,$13.70 ,$35.87 ,$13.99 ,$30.12 ,$69.98 ,$9.85 ,$8.50 ,$3.25 ,$3.19 ,$36.90 ,$7.64 ,$8.82 
31-30700-600,Nebraska,Lincoln NE Metro,Lincoln NE,$9.97 ,$4.43 ,$4.24 ,$1.38 ,$0.87 ,$2.47 ,$2.33 ,$0.94 ,$3.69 ,$2.78 ,$0.55 ,$1.56 ,$1.59 ,$3.44 ,$4.45 ,$2.15 ,$3.07 ,$0.99 ,$2.23 ,$1.72 ,$5.53 ,$2.87 ,$2.56 ,$1.33 ,$3.45 ,$1.59 ,$792 ,"$237,905 ",4,$851 ,,$71.46 ,$73.88 ,$145.34 ,$22.38 ,$39.00 ,$2.59 ,$102.24 ,$110.58 ,$85.14 ,$9.23 ,$308.19 ,$3.71 ,$8.83 ,$3.71 ,$15.88 ,$26.64 ,$2.16 ,$0.93 ,$14.54 ,$34.97 ,$24.61 ,$32.65 ,$62.86 ,$27.77 ,$9.55 ,$4.58 ,$2.31 ,$46.76 ,$7.64 ,$5.28 
31-36540-700,Nebraska,Omaha-Council Bluffs NE-IA Metro,Omaha NE,$9.80 ,$4.39 ,$4.40 ,$1.63 ,$0.91 ,$2.16 ,$2.00 ,$1.00 ,$3.91 ,$2.66 ,$0.56 ,$1.33 ,$1.31 ,$3.42 ,$4.03 ,$2.01 ,$3.03 ,$1.00 ,$2.60 ,$1.72 ,$4.96 ,$2.68 ,$2.28 ,$1.22 ,$3.50 ,$1.57 ,$824 ,"$253,333 ",3.93,$900 ,,$84.49 ,$73.51 ,$158.00 ,$23.79 ,$40.30 ,$2.44 ,$101.06 ,$134.29 ,$72.06 ,$9.47 ,$301.80 ,$3.72 ,$8.74 ,$3.37 ,$15.52 ,$29.48 ,$2.05 ,$0.91 ,$14.72 ,$29.30 ,$24.45 ,$30.81 ,$67.88 ,$19.28 ,$9.68 ,$3.41 ,$2.19 ,$40.92 ,$7.83 ,$6.84 
32-29820-400,Nevada,Las Vegas-Henderson-Paradise NV Metro,Las Vegas NV,$10.23 ,$4.84 ,$4.68 ,$1.60 ,$1.22 ,$2.77 ,$2.82 ,$1.41 ,$4.86 ,$3.24 ,$0.67 ,$1.56 ,$1.98 ,$4.02 ,$4.72 ,$2.67 ,$4.39 ,$1.29 ,$3.53 ,$2.54 ,$5.24 ,$4.03 ,$3.13 ,$2.24 ,$3.42 ,$1.88 ,$892 ,"$338,119 ",4.1,"$1,225 ",,$134.45 ,$52.53 ,$186.98 ,$18.91 ,$44.69 ,$3.06 ,$98.70 ,$121.45 ,$93.15 ,$12.03 ,$260.19 ,$3.78 ,$8.36 ,$2.78 ,$21.24 ,$47.86 ,$3.63 ,$1.05 ,$10.53 ,$43.35 ,$24.03 ,$40.68 ,$71.75 ,$16.77 ,$11.13 ,$3.53 ,$4.14 ,$46.13 ,$9.49 ,$12.83 
32-39900-600,Nevada,Reno NV Metro,Reno-Sparks NV,$11.27 ,$4.22 ,$4.68 ,$1.52 ,$1.19 ,$2.47 ,$2.47 ,$1.18 ,$3.92 ,$2.07 ,$0.67 ,$1.57 ,$2.05 ,$3.85 ,$4.90 ,$2.57 ,$3.63 ,$1.30 ,$2.04 ,$2.06 ,$5.73 ,$3.75 ,$3.06 ,$1.60 ,$3.29 ,$1.59 ,"$1,021 ","$270,021 ",4.03,$970 ,,$79.19 ,$82.66 ,$161.85 ,$25.56 ,$37.31 ,$3.16 ,$110.84 ,$101.63 ,$86.96 ,$10.41 ,$304.24 ,$3.84 ,$10.12 ,$5.24 ,$15.91 ,$34.20 ,$2.74 ,$1.07 ,$13.52 ,$23.88 ,$21.10 ,$24.90 ,$87.77 ,$22.50 ,$9.71 ,$4.92 ,$3.68 ,$52.15 ,$8.14 ,$8.76 
33-31700-500,New Hampshire,Manchester-Nashua NH Metro,Manchester NH,$10.88 ,$4.64 ,$4.65 ,$1.46 ,$1.24 ,$2.67 ,$2.65 ,$1.63 ,$3.80 ,$3.37 ,$0.53 ,$1.47 ,$1.97 ,$3.27 ,$4.66 ,$2.47 ,$3.79 ,$1.38 ,$2.50 ,$2.42 ,$5.27 ,$4.03 ,$2.82 ,$1.56 ,$3.80 ,$1.56 ,"$1,316 ","$363,309 ",3.99,"$1,300 ",,$114.69 ,$129.15 ,$243.84 ,$36.14 ,$41.05 ,$2.77 ,$99.56 ,$148.49 ,$104.48 ,$10.19 ,$275.34 ,$4.44 ,$9.36 ,$4.29 ,$16.81 ,$40.30 ,$3.39 ,$1.01 ,$14.14 ,$28.56 ,$26.90 ,$36.43 ,$87.14 ,$15.14 ,$10.40 ,$4.61 ,$4.35 ,$61.54 ,$9.05 ,$8.68 
34-35084-500,New Jersey,Newark NJ-PA Metro Div.,Newark-Elizabeth NJ,$12.04 ,$4.41 ,$5.08 ,$1.85 ,$1.07 ,$2.51 ,$2.40 ,$1.17 ,$4.96 ,$3.19 ,$0.61 ,$1.75 ,$1.44 ,$3.54 ,$4.27 ,$2.45 ,$3.78 ,$1.47 ,$2.65 ,$2.07 ,$5.80 ,$3.76 ,$3.17 ,$1.71 ,$3.37 ,$1.60 ,"$1,530 ","$511,696 ",4.06,"$1,845 ",,$123.40 ,$72.37 ,$195.78 ,$31.63 ,$48.51 ,$2.63 ,$93.00 ,$89.69 ,$106.86 ,$9.51 ,$344.18 ,$4.36 ,$8.00 ,$3.96 ,$18.70 ,$33.09 ,$2.12 ,$0.96 ,$11.70 ,$40.48 ,$25.49 ,$39.04 ,$94.20 ,$30.12 ,$11.80 ,$4.32 ,$3.10 ,$63.30 ,$9.09 ,$9.29 
34-35614-050,New Jersey,New York-Jersey City-White Plains NY-NJ Metro Div.,Bergen-Passaic NJ,$12.12 ,$4.21 ,$5.20 ,$1.71 ,$1.08 ,$2.50 ,$2.41 ,$1.19 ,$5.11 ,$3.24 ,$0.69 ,$1.89 ,$1.54 ,$3.58 ,$4.19 ,$2.45 ,$3.80 ,$1.50 ,$2.85 ,$2.04 ,$5.81 ,$4.07 ,$3.40 ,$1.78 ,$3.27 ,$1.60 ,"$1,715 ","$523,573 ",4.06,"$1,888 ",,$123.05 ,$65.26 ,$188.32 ,$31.63 ,$47.79 ,$2.62 ,$111.38 ,$99.05 ,$97.68 ,$9.88 ,$353.27 ,$4.28 ,$8.08 ,$3.99 ,$19.01 ,$38.45 ,$2.12 ,$0.98 ,$11.32 ,$40.88 ,$25.90 ,$41.55 ,$92.70 ,$30.12 ,$11.60 ,$4.21 ,$3.09 ,$58.50 ,$8.97 ,$9.24 
34-35614-250,New Jersey,New York-Jersey City-White Plains NY-NJ Metro Div.,Middlesex-Monmouth NJ,$11.24 ,$4.25 ,$5.04 ,$1.71 ,$1.12 ,$2.56 ,$2.46 ,$1.26 ,$5.14 ,$3.24 ,$0.62 ,$1.91 ,$1.66 ,$3.63 ,$4.13 ,$2.47 ,$3.72 ,$1.41 ,$2.52 ,$2.03 ,$5.78 ,$4.23 ,$3.15 ,$1.76 ,$3.50 ,$1.79 ,"$1,392 ","$466,643 ",4,"$1,672 ",,$121.15 ,$66.57 ,$187.72 ,$31.63 ,$47.19 ,$2.66 ,$100.04 ,$85.81 ,$116.93 ,$9.98 ,$350.83 ,$4.44 ,$8.00 ,$3.95 ,$18.45 ,$33.04 ,$2.10 ,$1.02 ,$10.89 ,$39.09 ,$26.45 ,$35.39 ,$90.61 ,$30.12 ,$11.85 ,$4.18 ,$3.11 ,$60.50 ,$8.94 ,$9.24 
35-10740-200,New Mexico,Albuquerque NM Metro,Albuquerque NM,$9.90 ,$4.49 ,$4.26 ,$1.61 ,$1.09 ,$1.78 ,$2.06 ,$1.19 ,$4.05 ,$2.21 ,$0.59 ,$0.94 ,$1.16 ,$3.14 ,$4.84 ,$2.12 ,$3.72 ,$1.06 ,$2.11 ,$1.93 ,$6.19 ,$2.88 ,$2.32 ,$1.15 ,$2.84 ,$1.58 ,$943 ,"$295,461 ",4.04,"$1,064 ",,$120.44 ,$51.38 ,$171.81 ,$22.22 ,$40.74 ,$2.63 ,$98.03 ,$89.66 ,$94.41 ,$8.80 ,$293.69 ,$4.04 ,$8.92 ,$1.69 ,$11.53 ,$40.78 ,$2.98 ,$0.86 ,$9.11 ,$28.89 ,$25.24 ,$40.08 ,$71.65 ,$16.07 ,$10.93 ,$5.39 ,$2.01 ,$44.52 ,$6.63 ,$9.11 
35-10740-595,New Mexico,Albuquerque NM Metro,Rio Rancho NM,$11.23 ,$3.28 ,$3.63 ,$1.00 ,$1.16 ,$2.50 ,$2.26 ,$0.98 ,$3.70 ,$1.83 ,$0.58 ,$1.07 ,$2.58 ,$3.62 ,$5.10 ,$2.91 ,$2.73 ,$0.74 ,$1.46 ,$1.47 ,$4.56 ,$3.37 ,$2.92 ,$1.07 ,$2.30 ,$1.34 ,$752 ,"$227,123 ",3.87,$801 ,,$107.08 ,$59.27 ,$166.35 ,$22.26 ,$43.67 ,$2.59 ,$102.74 ,$96.93 ,$96.31 ,$9.10 ,$244.25 ,$4.01 ,$8.10 ,$4.40 ,$13.33 ,$26.14 ,$2.06 ,$0.99 ,$9.44 ,$35.41 ,$27.80 ,$36.84 ,$68.52 ,$16.93 ,$10.29 ,$4.54 ,$2.51 ,$47.10 ,$9.07 ,$7.76 
36-10580-001,New York,Albany-Schenectady-Troy NY Metro,Albany NY,$10.33 ,$4.33 ,$5.20 ,$1.59 ,$1.35 ,$2.38 ,$2.50 ,$1.30 ,$4.30 ,$3.48 ,$0.59 ,$1.83 ,$1.67 ,$3.39 ,$4.40 ,$2.41 ,$3.92 ,$1.29 ,$2.28 ,$1.82 ,$6.34 ,$3.77 ,$2.81 ,$1.35 ,$3.43 ,$1.58 ,"$1,109 ","$389,001 ",3.89,"$1,374 ",,$84.09 ,$76.93 ,$161.01 ,$23.98 ,$37.66 ,$2.89 ,$91.25 ,$103.25 ,$92.82 ,$9.19 ,$296.73 ,$4.12 ,$8.37 ,$4.09 ,$18.65 ,$39.55 ,$2.78 ,$1.64 ,$14.92 ,$38.10 ,$20.68 ,$33.74 ,$96.50 ,$24.89 ,$11.09 ,$3.90 ,$3.10 ,$52.73 ,$9.60 ,$9.42 
36-15380-160,New York,Buffalo-Cheektowaga-Niagara Falls NY Metro,Buffalo NY,$13.02 ,$3.91 ,$4.55 ,$1.32 ,$0.93 ,$1.96 ,$2.25 ,$1.04 ,$3.88 ,$2.90 ,$0.49 ,$1.66 ,$1.28 ,$2.97 ,$3.93 ,$2.62 ,$3.30 ,$1.04 ,$2.21 ,$1.86 ,$5.17 ,$2.66 ,$2.39 ,$0.99 ,$2.58 ,$1.40 ,$792 ,"$341,543 ",3.91,"$1,210 ",,$88.00 ,$86.51 ,$174.50 ,$26.91 ,$28.33 ,$2.96 ,$56.57 ,$82.44 ,$76.57 ,$8.14 ,$304.61 ,$4.19 ,$8.50 ,$3.43 ,$14.27 ,$25.90 ,$1.57 ,$0.94 ,$11.12 ,$18.67 ,$15.01 ,$18.65 ,$46.86 ,$17.29 ,$10.06 ,$3.07 ,$2.72 ,$48.51 ,$8.07 ,$8.78 
36-27060-450,New York,Ithaca NY Metro,Ithaca NY,$11.33 ,$4.33 ,$4.74 ,$1.42 ,$1.19 ,$2.09 ,$2.22 ,$1.28 ,$4.05 ,$3.08 ,$0.50 ,$1.76 ,$1.43 ,$3.40 ,$4.42 ,$2.70 ,$3.63 ,$1.32 ,$2.32 ,$1.80 ,$5.34 ,$3.28 ,$3.10 ,$1.54 ,$3.50 ,$1.69 ,"$1,088 ","$367,212 ",3.99,"$1,313 ",,$95.69 ,$73.12 ,$168.81 ,$19.99 ,$41.23 ,$2.94 ,$106.25 ,$137.62 ,$85.50 ,$9.52 ,$310.18 ,$4.35 ,$8.24 ,$3.94 ,$15.11 ,$33.11 ,$2.46 ,$1.26 ,$13.54 ,$20.62 ,$17.69 ,$24.35 ,$75.88 ,$10.00 ,$11.38 ,$4.25 ,$2.44 ,$52.17 ,$9.04 ,$10.99 
36-35614-599,New York,New York-Jersey City-White Plains NY-NJ Metro Div.,New York (Brooklyn) NY,$12.45 ,$5.66 ,$4.89 ,$2.13 ,$1.46 ,$2.33 ,$2.45 ,$1.72 ,$6.08 ,$4.40 ,$0.77 ,$2.00 ,$2.17 ,$4.27 ,$5.35 ,$3.17 ,$4.31 ,$1.62 ,$3.12 ,$2.50 ,$6.85 ,$5.27 ,$3.75 ,$1.95 ,$3.84 ,$2.07 ,"$2,315 ","$959,038 ",4.03,"$3,446 ",,$119.83 ,$133.25 ,$253.08 ,$30.33 ,$56.84 ,$2.99 ,$97.25 ,$114.00 ,$114.54 ,$11.72 ,$298.37 ,$4.11 ,$11.37 ,$4.40 ,$19.08 ,$64.17 ,$4.36 ,$1.07 ,$10.92 ,$25.69 ,$21.58 ,$31.37 ,$55.00 ,$25.35 ,$13.60 ,$12.00 ,$3.39 ,$75.00 ,$9.92 ,$10.12 
36-35614-600,New York,New York-Jersey City-White Plains NY-NJ Metro Div.,New York (Manhattan) NY,$13.48 ,$5.62 ,$5.01 ,$1.36 ,$1.40 ,$1.90 ,$2.88 ,$1.85 ,$6.56 ,$4.15 ,$0.57 ,$1.55 ,$2.29 ,$4.10 ,$6.06 ,$3.37 ,$4.22 ,$1.24 ,$2.59 ,$2.43 ,$7.56 ,$4.08 ,$3.80 ,$1.55 ,$3.32 ,$2.09 ,"$3,965 ","$1,445,357 ",4.04,"$5,203 ",,$117.03 ,$132.12 ,$249.15 ,$30.33 ,$63.38 ,$3.01 ,$102.50 ,$119.69 ,$115.19 ,$10.43 ,$302.11 ,$4.09 ,$11.49 ,$4.99 ,$21.88 ,$66.35 ,$4.36 ,$1.26 ,$14.50 ,$30.25 ,$29.48 ,$40.81 ,$109.17 ,$27.52 ,$14.12 ,$12.50 ,$4.40 ,$98.35 ,$13.12 ,$10.95 
36-40380-750,New York,Rochester NY Metro,Rochester NY,$13.63 ,$3.74 ,$4.69 ,$1.57 ,$1.25 ,$2.18 ,$2.34 ,$1.20 ,$4.02 ,$2.67 ,$0.49 ,$1.46 ,$1.28 ,$3.35 ,$4.03 ,$2.51 ,$3.64 ,$1.28 ,$2.37 ,$1.79 ,$5.30 ,$2.95 ,$2.28 ,$1.15 ,$3.26 ,$1.54 ,"$1,022 ","$271,829 ",3.98,$971 ,,$45.17 ,$97.91 ,$143.08 ,$27.96 ,$40.73 ,$2.98 ,$111.92 ,$95.33 ,$88.93 ,$8.93 ,$306.66 ,$3.96 ,$10.99 ,$4.62 ,$13.64 ,$35.95 ,$1.92 ,$0.92 ,$12.93 ,$24.97 ,$23.73 ,$29.24 ,$54.94 ,$23.67 ,$9.98 ,$5.32 ,$2.04 ,$46.67 ,$8.07 ,$10.82 
37-11700-100,North Carolina,Asheville NC Metro,Asheville NC,$10.73 ,$4.79 ,$4.05 ,$1.35 ,$0.99 ,$2.34 ,$2.06 ,$0.98 ,$4.07 ,$3.22 ,$0.59 ,$1.47 ,$1.42 ,$3.42 ,$4.31 ,$2.35 ,$3.25 ,$1.13 ,$2.37 ,$1.73 ,$5.47 ,$2.98 ,$2.79 ,$1.21 ,$3.74 ,$1.71 ,$797 ,"$328,441 ",3.92,"$1,165 ",,$107.47 ,$57.15 ,$164.62 ,$25.69 ,$34.57 ,$2.69 ,$88.71 ,$108.02 ,$96.67 ,$9.23 ,$269.74 ,$3.74 ,$11.65 ,$3.47 ,$13.75 ,$35.00 ,$2.32 ,$1.06 ,$13.39 ,$23.36 ,$17.27 ,$25.85 ,$70.00 ,$18.17 ,$10.58 ,$4.75 ,$2.12 ,$45.43 ,$7.84 ,$8.84 
37-15500-250,North Carolina,Burlington NC Metro,Burlington NC,$11.38 ,$4.47 ,$4.34 ,$1.48 ,$0.97 ,$2.42 ,$2.12 ,$1.11 ,$4.31 ,$3.26 ,$0.60 ,$1.52 ,$1.34 ,$3.13 ,$4.27 ,$2.12 ,$3.63 ,$1.15 ,$2.81 ,$1.58 ,$5.27 ,$3.14 ,$2.40 ,$1.28 ,$3.15 ,$1.56 ,$829 ,"$227,853 ",3.97,$812 ,$170.70 ,,,$170.70 ,$25.01 ,$35.37 ,$2.61 ,$96.00 ,$99.38 ,$86.08 ,$9.84 ,$311.10 ,$3.61 ,$8.75 ,$3.79 ,$12.00 ,$38.50 ,$2.32 ,$1.15 ,$13.11 ,$30.75 ,$23.49 ,$32.12 ,$72.50 ,$16.26 ,$10.03 ,$4.50 ,$2.18 ,$40.25 ,$8.21 ,$8.42 
37-16740-350,North Carolina,Charlotte-Concord-Gastonia NC-SC Metro,Charlotte NC,$11.47 ,$4.58 ,$4.51 ,$1.46 ,$0.96 ,$2.40 ,$2.02 ,$1.24 ,$3.82 ,$3.72 ,$0.61 ,$1.42 ,$1.66 ,$3.47 ,$4.11 ,$2.09 ,$3.55 ,$1.15 ,$2.49 ,$1.74 ,$5.12 ,$2.93 ,$2.80 ,$1.17 ,$3.50 ,$1.76 ,$874 ,"$247,673 ",3.97,$883 ,$173.30 ,,,$173.30 ,$31.23 ,$31.84 ,$2.66 ,$117.45 ,$99.35 ,$95.98 ,$8.60 ,$312.20 ,$3.51 ,$8.87 ,$3.06 ,$12.35 ,$37.11 ,$2.62 ,$1.15 ,$9.67 ,$31.80 ,$23.24 ,$30.66 ,$71.29 ,$15.90 ,$10.78 ,$7.66 ,$2.57 ,$56.89 ,$8.35 ,$6.90 
37-20500-300,North Carolina,Durham-Chapel Hill NC Metro,Chapel Hill NC,$9.60 ,$4.66 ,$4.22 ,$1.36 ,$1.08 ,$2.21 ,$2.01 ,$1.11 ,$3.69 ,$3.35 ,$0.58 ,$1.29 ,$1.44 ,$3.07 ,$4.38 ,$2.29 ,$2.75 ,$0.80 ,$2.74 ,$1.80 ,$5.12 ,$2.47 ,$2.58 ,$1.21 ,$3.24 ,$1.75 ,"$1,005 ","$364,550 ",4.1,"$1,320 ",,$87.39 ,$64.39 ,$151.78 ,$25.49 ,$31.00 ,$2.80 ,$122.40 ,$109.68 ,$101.88 ,$7.60 ,$259.69 ,$3.77 ,$8.73 ,$5.15 ,$15.02 ,$41.96 ,$2.61 ,$0.88 ,$12.19 ,$21.92 ,$17.48 ,$22.14 ,$96.21 ,$18.38 ,$10.94 ,$4.70 ,$2.37 ,$48.29 ,$8.69 ,$7.14 
37-20500-440,North Carolina,Durham-Chapel Hill NC Metro,Durham NC,$10.59 ,$4.44 ,$4.02 ,$1.44 ,$1.01 ,$2.40 ,$2.00 ,$1.06 ,$3.92 ,$3.56 ,$0.60 ,$1.26 ,$1.33 ,$3.62 ,$4.22 ,$2.14 ,$3.52 ,$1.05 ,$2.61 ,$1.64 ,$5.47 ,$2.79 ,$2.69 ,$1.04 ,$3.10 ,$1.64 ,$789 ,"$206,797 ",4.05,$745 ,$168.49 ,,,$168.49 ,$19.95 ,$40.98 ,$2.69 ,$111.48 ,$103.00 ,$90.46 ,$8.82 ,$309.92 ,$3.79 ,$9.74 ,$3.13 ,$11.65 ,$45.93 ,$2.44 ,$1.11 ,$11.60 ,$20.23 ,$17.78 ,$22.05 ,$73.80 ,$16.55 ,$9.56 ,$4.43 ,$2.44 ,$54.11 ,$8.36 ,$8.09 
